duration,start_date,end_date,start_station_number,start_station,end_station_number,end_station,bike_number,member_type
183,2018-11-13 17:21:48,2018-11-13 17:24:51,31608,8th & Eye St SE / Barracks Row,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W23616,Member
344,2018-11-01 13:05:24,2018-11-01 13:11:08,31105,14th & Harvard St NW,31268,12th & U St NW,W23194,Member
831,2018-11-10 15:27:52,2018-11-10 15:41:44,31631,8th & F St NE,31623,Columbus Circle / Union Station,W20336,Member
465,2018-11-07 08:07:02,2018-11-07 08:14:47,31612,D St & Maryland Ave NE,31605,3rd & D St SE,W21290,Member
1885,2018-11-25 16:53:30,2018-11-25 17:24:55,31232,8th & F St NW / National Portrait Gallery,31215,Georgetown Harbor / 30th St NW,W23883,Casual
629,2018-11-26 09:11:40,2018-11-26 09:22:10,31644,12th St & Pennsylvania Ave SE,31264,6th St & Indiana Ave NW,W22425,Member
905,2018-11-06 15:12:53,2018-11-06 15:27:59,31269,3rd St & Pennsylvania Ave SE,31522,2nd St & Seaton Pl NE,W23692,Member
357,2018-11-17 23:44:24,2018-11-17 23:50:21,31109,7th & T St NW,31636,New Jersey Ave & N St NW/Dunbar HS,W21684,Member
563,2018-11-08 11:23:15,2018-11-08 11:32:39,31267,17th St & Massachusetts Ave NW,31265,5th St & Massachusetts Ave NW,W01159,Member
337,2018-11-11 12:15:16,2018-11-11 12:20:54,31512,Neal St & Trinidad Ave NE,31640,Maryland Ave & E St NE,W20576,Member
1076,2018-12-02 12:34:16,2018-12-02 12:52:13,31033,Barcroft Community Center,31033,Barcroft Community Center,W23953,Member
273,2018-11-01 14:59:50,2018-11-01 15:04:23,31620,5th & F St NW,31272,Washington & Independence Ave SW/HHS,W20972,Member
480,2018-11-02 08:00:01,2018-11-02 08:08:01,31123,14th & Girard St NW,31254,15th & K St NW,W21014,Member
162,2018-11-10 16:18:32,2018-11-10 16:21:14,31603,1st & M St NE,31637,North Capitol St & G Pl NE,W22886,Member
133,2018-11-08 22:30:38,2018-11-08 22:32:52,31114,18th St & Wyoming Ave NW,31278,18th & R St NW,W23607,Member
477,2018-11-09 18:05:02,2018-11-09 18:12:59,31214,17th & Corcoran St NW,31286,11th & O St NW,W20520,Member
121,2018-11-07 16:41:27,2018-11-07 16:43:28,31244,4th & E St SW,31243,4th & C St SW,W00869,Member
1145,2018-11-04 11:44:47,2018-11-04 12:03:52,31639,2nd & G St NE,31321,15th St & Constitution Ave NW,W21624,Casual
1304,2018-11-04 12:57:19,2018-11-04 13:19:03,31284,18th & C St NW,31298,15th & M St NW,W21282,Casual
338,2018-11-30 19:09:39,2018-11-30 19:15:18,31641,2nd St & Massachusetts Ave NE,31615,6th & H St NE,W23943,Member
4992,2018-11-22 15:31:05,2018-11-22 16:54:18,31643,1st & D St SE,31013,Eads & 22nd St S,W23859,Casual
224,2018-11-08 15:07:22,2018-11-08 15:11:07,31619,Lincoln Park / 13th & East Capitol St NE ,31640,Maryland Ave & E St NE,W23165,Member
892,2018-11-08 18:24:30,2018-11-08 18:39:22,31296,Columbia & Ontario Rd NW,31275,New Hampshire Ave & 24th St NW,W22543,Member
327,2018-11-01 15:12:46,2018-11-01 15:18:13,31203,14th & Rhode Island Ave NW,31254,15th & K St NW,W01253,Member
1856,2018-11-25 06:40:27,2018-11-25 07:11:24,32065,Grandview & Blueridge Ave,31405,Georgia Ave & Emerson St NW,W22075,Member
888,2018-12-02 13:49:13,2018-12-02 14:04:02,31203,14th & Rhode Island Ave NW,31641,2nd St & Massachusetts Ave NE,W23411,Member
1526,2018-11-27 17:09:18,2018-11-27 17:34:44,31619,Lincoln Park / 13th & East Capitol St NE ,31619,Lincoln Park / 13th & East Capitol St NE ,W00393,Member
245,2018-11-16 17:18:06,2018-11-16 17:22:12,31277,17th & G St NW,31253,19th & K St NW,W01462,Member
8993,2018-11-22 12:28:12,2018-11-22 14:58:05,31263,10th & K St NW,31230,Metro Center / 12th & G St NW,W23865,Casual
387,2018-11-14 08:59:12,2018-11-14 09:05:39,31233,17th & K St NW / Farragut Square,31284,18th & C St NW,W21316,Member
542,2018-11-04 13:05:12,2018-11-04 13:14:15,31296,Columbia & Ontario Rd NW,31299,Connecticut Ave & R St NW,W00603,Casual
1313,2018-11-21 13:51:20,2018-11-21 14:13:13,32056,East West Hwy & 16th St,31103,16th & Harvard St NW,65005,Member
1601,2018-11-17 18:54:02,2018-11-17 19:20:43,31247,Jefferson Dr & 14th St SW,31222,New York Ave & 15th St NW,W23342,Member
1008,2018-11-13 07:59:43,2018-11-13 08:16:31,31102,11th & Kenyon St NW,31200,Massachusetts Ave & Dupont Circle NW,W01452,Member
409,2018-11-28 17:45:37,2018-11-28 17:52:27,31103,16th & Harvard St NW,31200,Massachusetts Ave & Dupont Circle NW,W00840,Member
3252,2018-11-13 20:31:17,2018-11-13 21:25:29,31232,8th & F St NW / National Portrait Gallery,31035,N Quincy St & Glebe Rd,W00187,Casual
208,2018-12-03 15:51:59,2018-12-03 15:55:27,31047,Braddock Rd Metro,31915,Powhatan St & Bashford Ln,W23707,Member
527,2018-12-01 14:11:40,2018-12-01 14:20:27,31626,15th St & Massachusetts Ave SE,31625,3rd & G St SE,W21368,Member
709,2018-11-02 11:19:11,2018-11-02 11:31:01,31905,Kennebec St & 11th St N,31039,Wilson Blvd & N Quincy St,W00148,Member
116,2018-11-14 20:18:29,2018-11-14 20:20:25,31085,Mount Vernon Ave & E Nelson Ave,31087,Monroe Ave & Leslie Ave,W21528,Member
789,2018-11-20 07:53:48,2018-11-20 08:06:57,31116,California St & Florida Ave NW,31220,US Dept of State / Virginia Ave & 21st St NW,W00260,Member
656,2018-12-02 13:40:43,2018-12-02 13:51:39,31606,Potomac & Pennsylvania Ave SE,31640,Maryland Ave & E St NE,W00256,Member
356,2018-11-01 22:57:11,2018-11-01 23:03:07,31221,18th & M St NW,31214,17th & Corcoran St NW,W20252,Member
298,2018-11-16 08:55:08,2018-11-16 09:00:06,31030,Lee Hwy & N Adams St,31028,N Veitch & Key Blvd,W20277,Member
191,2018-11-07 13:33:18,2018-11-07 13:36:30,31266,11th & M St NW,31230,Metro Center / 12th & G St NW,W21819,Member
1827,2018-11-20 15:58:34,2018-11-20 16:29:02,31321,15th St & Constitution Ave NW,31258,Lincoln Memorial,W20162,Casual
469,2018-11-01 17:52:17,2018-11-01 18:00:06,31312,Wisconsin Ave & O St NW,31285,22nd & P ST NW,W22927,Member
708,2018-11-13 21:04:14,2018-11-13 21:16:02,31268,12th & U St NW,31126,11th & Girard St NW,W23130,Member
300,2018-11-20 14:48:56,2018-11-20 14:53:56,31264,6th St & Indiana Ave NW,31228,8th & H St NW,W00393,Member
813,2018-11-17 17:51:04,2018-11-17 18:04:37,31124,14th & Irving St NW,31207,Georgia Ave and Fairmont St NW,W23639,Casual
103,2018-11-01 10:52:39,2018-11-01 10:54:23,31250,20th & L St NW,31253,19th & K St NW,W22706,Member
319,2018-11-21 12:34:12,2018-11-21 12:39:31,31291,Vermont Ave & I St NW,31266,11th & M St NW,W23745,Member
961,2018-11-06 23:20:02,2018-11-06 23:36:03,31246,M St & Pennsylvania Ave NW,31227,13th St & New York Ave NW,E00073,Member
592,2018-11-29 08:14:27,2018-11-29 08:24:20,31623,Columbus Circle / Union Station,31625,3rd & G St SE,W23571,Member
1159,2018-11-25 11:54:17,2018-11-25 12:13:36,31321,15th St & Constitution Ave NW,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,W23100,Casual
113,2018-11-01 22:20:33,2018-11-01 22:22:26,31241,Thomas Circle,31203,14th & Rhode Island Ave NW,W23576,Member
422,2018-11-21 08:14:44,2018-11-21 08:21:47,31257,22nd & I St NW / Foggy Bottom,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,W00421,Member
1019,2018-11-06 17:17:54,2018-11-06 17:34:53,31251,12th & L St NW,31616,3rd & H St NE,W21818,Member
801,2018-11-02 08:47:47,2018-11-02 09:01:09,31607,13th & E St SE,31615,6th & H St NE,W23617,Member
601,2018-11-28 16:00:12,2018-11-28 16:10:14,31272,Washington & Independence Ave SW/HHS,31623,Columbus Circle / Union Station,W23419,Member
412,2018-11-12 09:30:56,2018-11-12 09:37:48,31618,4th & East Capitol St NE,31641,2nd St & Massachusetts Ave NE,W23378,Member
746,2018-11-10 07:07:31,2018-11-10 07:19:57,31401,14th St & Spring Rd NW,31110,20th St & Florida Ave NW,W23524,Member
802,2018-11-07 18:00:08,2018-11-07 18:13:31,31217,USDA / 12th & C St SW,31129,15th St & Pennsylvania Ave NW/Pershing Park,W22513,Casual
108,2018-11-07 16:43:50,2018-11-07 16:45:39,31124,14th & Irving St NW,31124,14th & Irving St NW,W23263,Casual
435,2018-11-15 06:41:43,2018-11-15 06:48:59,31110,20th St & Florida Ave NW,31122,16th & Irving St NW,E00066,Member
596,2018-11-30 17:25:51,2018-11-30 17:35:47,31234,20th & O St NW / Dupont South,31101,14th & V St NW,W23955,Member
1168,2018-11-17 16:51:17,2018-11-17 17:10:45,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31249,Jefferson Memorial,W00155,Casual
468,2018-11-23 08:39:07,2018-11-23 08:46:55,31101,14th & V St NW,31121,Calvert St & Woodley Pl NW,W00701,Member
153,2018-12-04 09:13:16,2018-12-04 09:15:50,31201,15th & P St NW,31241,Thomas Circle,W23092,Member
868,2018-11-03 13:21:40,2018-11-03 13:36:08,31253,19th & K St NW,31291,Vermont Ave & I St NW,W23291,Member
736,2018-12-03 16:42:11,2018-12-03 16:54:28,31222,New York Ave & 15th St NW,31125,15th & W St NW,W20510,Member
1608,2018-11-08 08:30:35,2018-11-08 08:57:24,31317,Wisconsin Ave & Ingomar St NW,31100,19th St & Pennsylvania Ave NW,W00079,Member
878,2018-11-14 17:36:16,2018-11-14 17:50:54,31600,5th & K St NW,31238,14th & G St NW,W20200,Casual
493,2018-11-13 18:12:37,2018-11-13 18:20:51,31105,14th & Harvard St NW,31110,20th St & Florida Ave NW,W20500,Member
560,2018-11-12 07:42:07,2018-11-12 07:51:27,31623,Columbus Circle / Union Station,31628,1st & K St SE,W20336,Member
694,2018-11-01 07:43:50,2018-11-01 07:55:24,31614,11th & H St NE,31243,4th & C St SW,E00144,Member
747,2018-11-07 18:00:57,2018-11-07 18:13:24,31052,Potomac Ave & 35th St S,31086,Mount Vernon Ave & E Del Ray Ave,W00681,Member
196,2018-11-14 18:02:01,2018-11-14 18:05:17,31205,21st & I St NW,31237,25th St & Pennsylvania Ave NW,W20282,Member
1456,2018-11-11 15:02:38,2018-11-11 15:26:55,31301,Ward Circle / American University,31121,Calvert St & Woodley Pl NW,W00449,Member
920,2018-11-13 07:45:35,2018-11-13 08:00:56,31651,11th & Park Rd NW,31239,Rhode Island & Connecticut Ave NW,W22365,Member
268,2018-11-19 08:05:14,2018-11-19 08:09:42,31265,5th St & Massachusetts Ave NW,31274,10th & G St NW,W23673,Member
426,2018-12-01 17:44:55,2018-12-01 17:52:02,32204,Tysons Corner Station,32229,Park Run & Onyx Dr,W20013,Casual
847,2018-11-17 16:57:26,2018-11-17 17:11:33,31246,M St & Pennsylvania Ave NW,31228,8th & H St NW,W23732,Member
229,2018-11-27 07:03:14,2018-11-27 07:07:04,31077,Iwo Jima Memorial/N Meade & 14th St N,31014,Lynn & 19th St North,W00818,Member
345,2018-11-20 11:18:19,2018-11-20 11:24:04,31264,6th St & Indiana Ave NW,31600,5th & K St NW,W22003,Member
465,2018-11-25 14:58:44,2018-11-25 15:06:29,31617,Bladensburg Rd & Benning Rd NE,31617,Bladensburg Rd & Benning Rd NE,W23910,Casual
1755,2018-11-13 17:50:32,2018-11-13 18:19:47,31256,10th & E St NW,31406,14th & Upshur St NW,W23593,Member
388,2018-12-03 18:57:50,2018-12-03 19:04:19,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31619,Lincoln Park / 13th & East Capitol St NE ,W23511,Member
767,2018-11-26 19:41:13,2018-11-26 19:54:00,31270,8th & D St NW,31201,15th & P St NW,W20645,Member
278,2018-11-05 21:58:28,2018-11-05 22:03:06,31266,11th & M St NW,31600,5th & K St NW,W20587,Member
371,2018-11-03 17:28:40,2018-11-03 17:34:51,31269,3rd St & Pennsylvania Ave SE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W01271,Casual
574,2018-11-10 16:02:19,2018-11-10 16:11:53,31024,Virginia Square Metro / N Monroe St & 9th St N,31036,George Mason Dr & Wilson Blvd,W01303,Member
460,2018-11-07 17:47:30,2018-11-07 17:55:11,31623,Columbus Circle / Union Station,31617,Bladensburg Rd & Benning Rd NE,W22452,Member
1131,2018-11-18 16:20:30,2018-11-18 16:39:22,31288,4th St & Madison Dr NW,31222,New York Ave & 15th St NW,W00392,Casual
1036,2018-11-30 20:22:25,2018-11-30 20:39:42,31241,Thomas Circle,31102,11th & Kenyon St NW,W20716,Member
593,2018-11-13 08:15:44,2018-11-13 08:25:37,31639,2nd & G St NE,31244,4th & E St SW,W23805,Member
1948,2018-11-11 17:06:19,2018-11-11 17:38:48,31293,31st & Water St NW,31293,31st & Water St NW,W23631,Casual
1681,2018-11-01 07:30:24,2018-11-01 07:58:26,31602,Park Rd & Holmead Pl NW,31624,North Capitol St & F St NW,W00796,Member
916,2018-11-03 18:00:05,2018-11-03 18:15:21,31114,18th St & Wyoming Ave NW,31405,Georgia Ave & Emerson St NW,W23536,Member
278,2018-11-09 12:33:53,2018-11-09 12:38:32,31120,10th & Florida Ave NW,31245,7th & R St NW / Shaw Library,W20199,Member
720,2018-11-13 17:59:46,2018-11-13 18:11:46,31638,1st & H St NW,31512,Neal St & Trinidad Ave NE,W00931,Member
491,2018-12-01 03:33:16,2018-12-01 03:41:27,31114,18th St & Wyoming Ave NW,31124,14th & Irving St NW,W21040,Member
759,2018-11-01 19:52:29,2018-11-01 20:05:09,31236,37th & O St NW / Georgetown University,31285,22nd & P ST NW,W20918,Member
191,2018-11-27 21:03:51,2018-11-27 21:07:03,31228,8th & H St NW,31264,6th St & Indiana Ave NW,W23462,Member
879,2018-11-26 20:28:34,2018-11-26 20:43:13,31639,2nd & G St NE,31109,7th & T St NW,W21125,Member
210,2018-11-06 17:20:55,2018-11-06 17:24:26,31276,15th & L St NW,31201,15th & P St NW,W22822,Member
1300,2018-11-13 16:48:23,2018-11-13 17:10:04,31098,King St Metro North / Cameron St,31091,S Joyce & 16th St S,E00108,Member
267,2018-11-10 11:02:54,2018-11-10 11:07:22,31266,11th & M St NW,31600,5th & K St NW,W22445,Member
62,2018-11-25 15:54:00,2018-11-25 15:55:03,31113,Columbia Rd & Belmont St NW,31113,Columbia Rd & Belmont St NW,W01284,Member
570,2018-11-21 19:58:51,2018-11-21 20:08:22,31619,Lincoln Park / 13th & East Capitol St NE ,31622,13th & D St NE,W23819,Member
383,2018-11-28 08:41:46,2018-11-28 08:48:10,31278,18th & R St NW,31252,21st St & Pennsylvania Ave NW,W23421,Member
203,2018-12-02 10:02:05,2018-12-02 10:05:28,31237,25th St & Pennsylvania Ave NW,31212,21st & M St NW,W20052,Member
482,2018-11-04 11:04:07,2018-11-04 11:12:09,31203,14th & Rhode Island Ave NW,31119,14th & Belmont St NW,W00126,Member
807,2018-11-27 17:24:22,2018-11-27 17:37:49,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31219,10th St & Constitution Ave NW,W00547,Member
391,2018-12-02 14:43:52,2018-12-02 14:50:23,31124,14th & Irving St NW,31101,14th & V St NW,W00334,Member
970,2018-11-03 17:12:30,2018-11-03 17:28:40,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,31014,Lynn & 19th St North,W22027,Member
594,2018-11-07 09:17:33,2018-11-07 09:27:27,31508,Gallaudet / 8th St & Florida Ave NE,31638,1st & H St NW,W23513,Member
367,2018-11-29 13:52:17,2018-11-29 13:58:25,31286,11th & O St NW,31230,Metro Center / 12th & G St NW,W23822,Member
366,2018-11-04 11:35:07,2018-11-04 11:41:14,31638,1st & H St NW,31616,3rd & H St NE,W23312,Member
303,2018-11-06 18:46:42,2018-11-06 18:51:46,31625,3rd & G St SE,31618,4th & East Capitol St NE,W20582,Member
1074,2018-11-13 08:59:17,2018-11-13 09:17:12,31600,5th & K St NW,31252,21st St & Pennsylvania Ave NW,W00800,Member
604,2018-11-03 17:17:55,2018-11-03 17:27:59,31245,7th & R St NW / Shaw Library,31268,12th & U St NW,70079,Member
771,2018-11-06 16:36:17,2018-11-06 16:49:09,31634,3rd & Tingey St SE,31623,Columbus Circle / Union Station,W01340,Member
299,2018-11-01 18:11:05,2018-11-01 18:16:04,31239,Rhode Island & Connecticut Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W21477,Member
451,2018-11-16 10:53:00,2018-11-16 11:00:31,31241,Thomas Circle,31519,1st & O St NW,W01196,Member
1184,2018-11-30 18:11:56,2018-11-30 18:31:41,31200,Massachusetts Ave & Dupont Circle NW,31519,1st & O St NW,W23533,Member
545,2018-11-16 14:00:24,2018-11-16 14:09:30,31283,14th & L St NW,31637,North Capitol St & G Pl NE,W23593,Member
1610,2018-12-02 19:52:01,2018-12-02 20:18:52,31124,14th & Irving St NW,31600,5th & K St NW,W00522,Member
314,2018-11-27 17:06:04,2018-11-27 17:11:19,31263,10th & K St NW,31264,6th St & Indiana Ave NW,E00145,Member
1368,2018-11-04 12:01:26,2018-11-04 12:24:14,31218,L'Enfant Plaza / 7th & C St SW,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,W01119,Casual
705,2018-11-16 19:36:21,2018-11-16 19:48:07,31603,1st & M St NE,31109,7th & T St NW,W23210,Member
1116,2018-11-26 18:58:07,2018-11-26 19:16:43,31220,US Dept of State / Virginia Ave & 21st St NW,31104,Adams Mill & Columbia Rd NW,W21146,Member
617,2018-11-08 17:10:08,2018-11-08 17:20:25,31244,4th & E St SW,31637,North Capitol St & G Pl NE,W22239,Member
2517,2018-11-27 08:44:07,2018-11-27 09:26:04,31039,Wilson Blvd & N Quincy St,31232,8th & F St NW / National Portrait Gallery,W20381,Casual
460,2018-11-01 07:39:55,2018-11-01 07:47:35,31621,4th & D St NW / Judiciary Square,31244,4th & E St SW,W22507,Member
565,2018-11-10 10:55:42,2018-11-10 11:05:07,31310,Connecticut & Nebraska Ave NW,31317,Wisconsin Ave & Ingomar St NW,W23273,Member
220,2018-11-18 12:12:04,2018-11-18 12:15:45,31125,15th & W St NW,31202,14th & R St NW,W23655,Member
1263,2018-12-01 21:27:38,2018-12-01 21:48:41,31623,Columbus Circle / Union Station,31229,New Hampshire Ave & T St NW,W23724,Member
1494,2018-11-21 16:35:29,2018-11-21 17:00:24,31129,15th St & Pennsylvania Ave NW/Pershing Park,31244,4th & E St SW,W00420,Casual
1007,2018-11-16 16:56:14,2018-11-16 17:13:02,31230,Metro Center / 12th & G St NW,31615,6th & H St NE,W23636,Member
677,2018-11-14 18:13:40,2018-11-14 18:24:57,31230,Metro Center / 12th & G St NW,31237,25th St & Pennsylvania Ave NW,W01025,Member
210,2018-11-30 18:57:05,2018-11-30 19:00:36,31644,12th St & Pennsylvania Ave SE,31625,3rd & G St SE,W21737,Member
1020,2018-11-21 13:01:42,2018-11-21 13:18:43,31204,20th & E St NW,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W00389,Member
298,2018-12-04 08:06:53,2018-12-04 08:11:52,31630,15th & East Capitol St NE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W21706,Member
177,2018-11-12 14:20:33,2018-11-12 14:23:30,31643,1st & D St SE,31625,3rd & G St SE,W23422,Member
374,2018-11-09 06:25:41,2018-11-09 06:31:56,31513,Rhode Island Ave & V St NE,31245,7th & R St NW / Shaw Library,W23357,Member
468,2018-11-19 15:34:36,2018-11-19 15:42:25,31277,17th & G St NW,31283,14th & L St NW,W23869,Member
306,2018-11-30 10:06:17,2018-11-30 10:11:24,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00092,Member
1124,2018-11-23 06:28:11,2018-11-23 06:46:55,31603,1st & M St NE,31257,22nd & I St NW / Foggy Bottom,W20366,Member
790,2018-11-12 15:10:17,2018-11-12 15:23:27,31249,Jefferson Memorial,31230,Metro Center / 12th & G St NW,W23748,Member
452,2018-11-13 18:01:24,2018-11-13 18:08:57,31275,New Hampshire Ave & 24th St NW,31285,22nd & P ST NW,W23708,Member
809,2018-11-29 16:05:04,2018-11-29 16:18:33,31234,20th & O St NW / Dupont South,31274,10th & G St NW,E00037,Member
1316,2018-11-19 14:56:44,2018-11-19 15:18:41,31273,Hains Point/Buckeye & Ohio Dr SW,31273,Hains Point/Buckeye & Ohio Dr SW,W23705,Member
363,2018-11-01 16:56:21,2018-11-01 17:02:25,31105,14th & Harvard St NW,31202,14th & R St NW,W22406,Member
194,2018-12-02 09:03:25,2018-12-02 09:06:39,31631,8th & F St NE,31623,Columbus Circle / Union Station,W23970,Member
159,2018-11-30 15:51:49,2018-11-30 15:54:28,31919,Carlin Springs Rd & N Thomas St,31037,Ballston Metro / N Stuart & 9th St N,W22922,Member
649,2018-12-02 12:49:35,2018-12-02 13:00:24,31292,22nd St & Constitution Ave NW,31293,31st & Water St NW,E00144,Member
425,2018-11-18 17:34:51,2018-11-18 17:41:57,31627,3rd & M St NE,31615,6th & H St NE,W21437,Member
2279,2018-11-18 11:23:10,2018-11-18 12:01:10,31271,Constitution Ave & 2nd St NW/DOL,31290,17th St & Independence Ave SW,W22200,Casual
368,2018-11-10 16:38:05,2018-11-10 16:44:13,31257,22nd & I St NW / Foggy Bottom,31234,20th & O St NW / Dupont South,W21337,Member
775,2018-11-29 18:26:08,2018-11-29 18:39:03,31206,19th & E Street NW,31214,17th & Corcoran St NW,W23284,Member
843,2018-11-19 08:05:58,2018-11-19 08:20:01,31218,L'Enfant Plaza / 7th & C St SW,31259,20th St & Virginia Ave NW,W01228,Member
333,2018-11-29 20:59:08,2018-11-29 21:04:42,31601,19th & East Capitol St SE,31626,15th St & Massachusetts Ave SE,W00614,Member
1352,2018-11-28 08:32:35,2018-11-28 08:55:08,31400,Georgia & New Hampshire Ave NW,31222,New York Ave & 15th St NW,W20782,Member
271,2018-12-03 09:23:08,2018-12-03 09:27:40,31246,M St & Pennsylvania Ave NW,31205,21st & I St NW,W23885,Member
798,2018-12-03 08:56:17,2018-12-03 09:09:35,31265,5th St & Massachusetts Ave NW,31284,18th & C St NW,W22787,Member
1813,2018-11-19 18:01:15,2018-11-19 18:31:29,31301,Ward Circle / American University,31268,12th & U St NW,W00679,Member
1358,2018-11-11 15:33:59,2018-11-11 15:56:38,31614,11th & H St NE,31223,Convention Center / 7th & M St NW,W22917,Member
1931,2018-11-19 16:20:49,2018-11-19 16:53:00,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,31249,Jefferson Memorial,W23500,Casual
806,2018-11-20 17:55:45,2018-11-20 18:09:11,31274,10th & G St NW,31618,4th & East Capitol St NE,W00619,Member
202,2018-11-28 07:09:38,2018-11-28 07:13:01,31009,Crystal Dr & 27th St S,31002,Crystal Dr & 20th St S,W20085,Member
1168,2018-11-03 16:47:02,2018-11-03 17:06:30,31112,Harvard St & Adams Mill Rd NW,31228,8th & H St NW,W23822,Member
641,2018-11-06 15:33:56,2018-11-06 15:44:38,31287,10th St & L'Enfant Plaza SW,31206,19th & E Street NW,W23362,Member
